Ticker,Name,"OPM
","Mcap
","DivY
","ICB_sector
","ICB_supersector
","P/B
","P/E
"
8750 JT Equity,Dai-ichi Life Holdings Inc,5.964097977,2.42E+12,2.368805912,Life Insurance,Insurance,0.596359968,9.609719276
4620 JT Equity,Fujikura Kasei Co Ltd,4.901929855,21920309248,,Commodity Chemicals,Chemicals,0.665535033,9.599404335
7628 JT Equity,Ohashi Technica Inc,10.15053272,28679911424,,Auto Parts,Automobiles & Parts,0.937412143,9.568703651
1976 JT Equity,Meisei Industrial Co Ltd,10.82084465,43114758144,,Heavy Construction,Construction & Materials,0.860935688,9.567738533
8551 JT Equity,Kita-Nippon Bank Ltd/The,20.84281921,25581094912,,Banks,Banks,0.34428522,9.553554535
8058 JT Equity,Mitsubishi Corp,4.485273838,4.65E+12,3.469587486,Industrial Suppliers,Industrial Goods & Services,0.860473156,9.552380562
8078 JT Equity,Hanwa Co Ltd,1.547253966,1.83E+11,2.314814815,Industrial Suppliers,Industrial Goods & Services,0.962281644,9.544008255
8377 JT Equity,Hokuhoku Financial Group Inc,24.96159363,2.04E+11,2.727272727,Banks,Banks,0.361694425,9.524810791
4208 JT Equity,Ube Industries Ltd,5.670142174,3.44E+11,1.980453774,Commodity Chemicals,Chemicals,1.082980633,9.524089813
8306 JT Equity,Mitsubishi UFJ Financial Group Inc,28.83302116,9.94E+12,2.574322021,Banks,Banks,0.581447124,9.507862091
3553 JT Equity,Kyowa Leather Cloth Co Ltd,8.060206413,23740499968,,Clothing & Accessories,Personal & Household Goods,0.782426357,9.499069214
5975 JT Equity,Topre Corp,12.50612068,1.70E+11,1.762207056,Auto Parts,Automobiles & Parts,1.21594429,9.496389389
8325 JT Equity,Hokuetsu Bank Ltd/The,25.01639938,59888386048,,Banks,Banks,0.478237838,9.492834091
9972 JT Equity,Altech Co Ltd,4.182396889,8399894528,,Industrial Machinery,Industrial Goods & Services,0.755318105,9.486338615
8038 JT Equity,Tohto Suisan Co Ltd,1.12805295,7999662080,,Food Retailers & Wholesalers,Retail,0.519536853,9.479961395
5970 JT Equity,G-Tekt Corp,6.988819122,90322673664,,Auto Parts,Automobiles & Parts,0.779269338,9.468981743
1873 JT Equity,Nihon House Holdings Co Ltd,9.446667671,26935398400,,Home Construction,Personal & Household Goods,1.267781615,9.447041512
7467 JT Equity,Hagiwara Electric Holdings Co Ltd,3.046533108,27191875584,,Electronic Equipment,Industrial Goods & Services,0.939441741,9.432823181
1929 JT Equity,Nittoc Construction Co Ltd,6.266943932,27010363392,,Heavy Construction,Construction & Materials,1.153995872,9.43237114
7284 JT Equity,Meiwa Industry Co Ltd,0.752851009,4662305280,,Auto Parts,Automobiles & Parts,0.405588537,9.428349495
8424 JT Equity,Fuyo General Lease Co Ltd,53.60840988,2.10E+11,1.988472622,Specialty Finance,Financial Services,0.843491256,9.416553497
4996 JT Equity,Kumiai Chemical Industry Co Ltd,4.836988926,86436814848,1.232665639,Specialty Chemicals,Chemicals,0.889263928,9.403071404
3107 JT Equity,Daiwabo Holdings Co Ltd,2.043667078,92887629824,1.867219917,Diversified Industrials,Industrial Goods & Services,1.358071804,9.398825645
9503 JT Equity,Kansai Electric Power Co Inc/The,7.230907917,1.33E+12,2.066479071,Conventional Electricity,Utilities,0.874613345,9.378504753
7433 JT Equity,Hakuto Co Ltd,1.621485949,40357421056,,Electronic Equipment,Industrial Goods & Services,0.63463372,9.373457909
3396 JT Equity,Felissimo Corp,2.929740906,13498464256,,Apparel Retailers,Retail,0.582987249,9.373234749
8416 JT Equity,Bank of Kochi Ltd/The,17.97426605,13297750016,,Banks,Banks,0.229814261,9.366092682
7872 JT Equity,As-me ESTELLE CO Ltd,4.17446804,10645617664,,Clothing & Accessories,Personal & Household Goods,0.753481805,9.329182625
5706 JT Equity,Mitsui Mining & Smelting Co Ltd,8.814659119,2.80E+11,1.613269954,Nonferrous Metals,Basic Resources,1.490311146,9.326188087
3277 JT Equity,Sansei Landic Co Ltd,13.45538998,10534846464,,Real Estate Holding & Development,Real Estate,1.309979439,9.321152687
9508 JT Equity,Kyushu Electric Power Co Inc,6.710719109,5.97E+11,1.540143084,Conventional Electricity,Utilities,1.16286087,9.302669525
9768 JT Equity,IDEA Consultants Inc,6.576109886,7791486976,,Waste & Disposal Services,Industrial Goods & Services,0.491011679,9.285906792
5401 JT Equity,Nippon Steel & Sumitomo Metal Corp,2.465027094,2.27E+12,2.571604753,Iron & Steel,Basic Resources,0.667480946,9.281309128
6916 JT Equity,I-O Data Device Inc,5.17529583,16931697664,1.752848379,Computer Hardware,Technology,0.638277411,9.270393372
6794 JT Equity,Foster Electric Co Ltd,1.841562033,71017185280,1.801289344,Electrical Components & Equipment,Industrial Goods & Services,1.03527832,9.269544601
9535 JT Equity,Hiroshima Gas Co Ltd,5.445559025,25227476992,,Gas Distribution,Utilities,0.530023575,9.265733719
7516 JT Equity,Kohnan Shoji Co Ltd,5.7483778,93433610240,1.855976244,Home Improvement Retailers,Retail,0.881551981,9.260882378
8137 JT Equity,Sun-Wa Technos Corp,2.584661961,23245180928,,Electronic Equipment,Industrial Goods & Services,0.815505803,9.257661819
5121 JT Equity,Fujikura Rubber Ltd,5.490807056,17584656384,,Specialty Chemicals,Chemicals,0.6996786,9.24898243
9115 JT Equity,Meiji Shipping Co Ltd,15.68006325,15587999744,,Marine Transportation,Industrial Goods & Services,0.944246233,9.212765694
8133 JT Equity,Itochu Enex Co Ltd,2.831121922,1.22E+11,,Specialty Retailers,Retail,1.023581743,9.205871582
2730 JT Equity,EDION Corp,2.264591932,1.41E+11,2.058590657,Specialty Retailers,Retail,0.770847678,9.20553875
8524 JT Equity,North Pacific Bank Ltd,19.6851635,1.43E+11,3.072625698,Banks,Banks,0.334155291,9.196465492
8379 JT Equity,Hiroshima Bank Ltd/The,38.93681335,2.59E+11,2.173913043,Banks,Banks,0.536124527,9.157874107
7291 JT Equity,Nihon Plast Co Ltd,4.407238007,18924750848,,Auto Parts,Automobiles & Parts,0.615974307,9.152351379
1884 JT Equity,Nippon Road Co Ltd/The,5.422543049,49979482112,,Heavy Construction,Construction & Materials,0.556970239,9.098987579
5741 JT Equity,UACJ Corp,4.551868916,1.37E+11,2.123893805,Aluminum,Basic Resources,0.696249962,9.090324402
1898 JT Equity,Seikitokyu Kogyo Co Ltd,8.652587891,28249669632,,Heavy Construction,Construction & Materials,1.086062074,9.079101563
5603 JT Equity,Kogi Corp,8.734574318,6788207104,,Iron & Steel,Basic Resources,0.673623383,9.054217339
9412 JT Equity,SKY Perfect JSAT Holdings Inc,12.66779041,1.65E+11,3.75,Broadcasting & Entertainment,Media,0.664471865,9.049944878
6143 JT Equity,Sodick Co Ltd,8.47084713,70929367040,1.507159005,Electronic Equipment,Industrial Goods & Services,1.132140398,9.041973114
8341 JT Equity,77 Bank Ltd/The,27.59304237,1.97E+11,1.748931209,Banks,Banks,0.375236481,9.032221794
4631 JT Equity,DIC Corp,7.154935837,3.50E+11,3.39673913,Specialty Chemicals,Chemicals,1.105241299,9.028769493
8015 JT Equity,Toyota Tsusho Corp,2.340926886,1.30E+12,2.720253344,Diversified Industrials,Industrial Goods & Services,1.058457732,9.0281353
3176 JT Equity,Sanyo Trading Co Ltd,7.290555954,30820689920,,Specialty Finance,Financial Services,1.240219593,9.021438599
4346 JT Equity,Nexyz Group Corp,12.80398655,22655637504,,Media Agencies,Media,3.557272196,9.013287544
1911 JT Equity,Sumitomo Forestry Co Ltd,4.849177837,3.14E+11,2.329644729,Home Construction,Personal & Household Goods,1.038083434,9.011704445
3443 JT Equity,KAWADA TECHNOLOGIES Inc,5.705835819,34981634048,1.005025126,Heavy Construction,Construction & Materials,0.768289685,9.009144783
9014 JT Equity,Shin-Keisei Electric Railway Co Ltd,15.46526623,24328263680,,Travel & Tourism,Travel & Leisure,0.603493035,9.007428169
3932 JT Equity,Akatsuki Inc,41.14577484,62033838080,,Toys,Personal & Household Goods,3.797059774,8.989528656
6785 JT Equity,Suzuki Co Ltd,7.280169964,13977239552,,Electronic Equipment,Industrial Goods & Services,0.967958272,8.986886978
7239 JT Equity,Tachi-S Co Ltd,3.135652065,70261809152,1.037344398,Auto Parts,Automobiles & Parts,0.737324953,8.98666954
3294 JT Equity,E'grand Co Ltd,6.669541836,7615313920,,Real Estate Services,Real Estate,1.203955412,8.982439995
9896 JT Equity,JK Holdings Co Ltd,1.351207972,29388335104,,Industrial Suppliers,Industrial Goods & Services,0.732925594,8.982093811
6470 JT Equity,Taiho Kogyo Co Ltd,5.834626198,46448721920,2.821316614,Auto Parts,Automobiles & Parts,0.718304932,8.981866837
9366 JT Equity,Sanritsu Corp,4.287806034,4510786048,,Transportation Services,Industrial Goods & Services,0.563294113,8.980031013
3577 JT Equity,Tokai Senko KK,7.256594181,5215365632,,Clothing & Accessories,Personal & Household Goods,0.661011875,8.957947731
9991 JT Equity,Gecoss Corp,6.304124832,42120159232,2.595155709,Heavy Construction,Construction & Materials,0.863863051,8.948753357
9358 JT Equity,Utoc Corp,5.706805229,19638540288,,Transportation Services,Industrial Goods & Services,0.666539192,8.948722839
6632 JT Equity,JVC Kenwood Corp,1.93164897,52264075264,1.595744681,Consumer Electronics,Personal & Household Goods,0.841485977,8.940672874
8586 JT Equity,Hitachi Capital Corp,34.87436295,3.36E+11,3.192279139,Consumer Finance,Financial Services,0.832229376,8.925258636
1813 JT Equity,Fudo Tetra Corp,5.671783924,33310617600,2.18579235,Heavy Construction,Construction & Materials,1.203436255,8.917694092
8877 JT Equity,Nihon Eslead Corp,13.05845737,32338569216,,Real Estate Holding & Development,Real Estate,0.871433079,8.905072212
7261 JT Equity,Mazda Motor Corp,3.910167933,9.21E+11,2.434007542,Automobiles,Automobiles & Parts,0.782492876,8.904151917
6641 JT Equity,Nissin Electric Co Ltd,14.76794624,1.15E+11,2.067669173,Electronic Equipment,Industrial Goods & Services,1.158450961,8.891860008
4183 JT Equity,Mitsui Chemicals Inc,8.426175117,6.87E+11,2.644232114,Commodity Chemicals,Chemicals,1.318432808,8.883248329
7570 JT Equity,Hashimoto Sogyo Holdings Co Ltd,1.523313999,17469980672,,Industrial Suppliers,Industrial Goods & Services,0.888985634,8.878242493
3132 JT Equity,Macnica Fuji Electronics Holdings Inc,2.62808609,1.19E+11,2.648305085,Semiconductors,Technology,0.942935407,8.861311913
1926 JT Equity,Raito Kogyo Co Ltd,9.577192307,63989526528,2.860587205,Heavy Construction,Construction & Materials,1.021715403,8.857417107
1939 JT Equity,Yondenko Corp,3.177184105,20928917504,,Heavy Construction,Construction & Materials,0.46440348,8.856406212
8897 JT Equity,Takara Leben Co Ltd,9.989479065,52700000256,,Real Estate Holding & Development,Real Estate,1.265524149,8.835759163
7189 JT Equity,Nishi-Nippon Financial Holdings Inc,24.67473793,2.13E+11,1.993620415,Banks,Banks,0.400934786,8.816084862
8541 JT Equity,Ehime Bank Ltd/The,19.63146782,52813795328,,Banks,Banks,0.412394881,8.812252998
9201 JT Equity,Japan Airlines Co Ltd,13.21461296,1.50E+12,2.546452258,Airlines,Travel & Leisure,1.420668364,8.800266266
9202 JT Equity,ANA Holdings Inc,8.244626045,1.45E+12,1.469369335,Airlines,Travel & Leisure,1.369970202,8.780241966
9507 JT Equity,Shikoku Electric Power Co Inc,2.922997952,2.93E+11,2.174383538,Conventional Electricity,Utilities,0.844230413,8.776968956
6486 JT Equity,Eagle Industry Co Ltd,7.909298897,94788648960,2.362204724,Industrial Machinery,Industrial Goods & Services,1.178005576,8.767085075
6358 JT Equity,Sakai Heavy Industries Ltd,7.159760952,21098688512,1.621073961,Commercial Vehicles & Trucks,Industrial Goods & Services,0.941594541,8.76616478
6210 JT Equity,Toyo Machinery & Metal Co Ltd,6.579565048,17204193280,3.008423586,Industrial Machinery,Industrial Goods & Services,1.005144954,8.764620781
7241 JT Equity,Futaba Industrial Co Ltd,2.176616907,81070645248,1.104972376,Auto Parts,Automobiles & Parts,1.293401122,8.758347511
3454 JT Equity,First Brothers Co Ltd,70.08441925,20223000576,,Specialty Finance,Financial Services,1.682978988,8.753556252
6762 JT Equity,TDK Corp,17.70920944,1.26E+12,1.338825953,Electrical Components & Equipment,Industrial Goods & Services,1.419523478,8.735235214
4047 JT Equity,Kanto Denka Kogyo Co Ltd,20.33795166,60883722240,0.976682385,Specialty Chemicals,Chemicals,1.626486778,8.724334717
4116 JT Equity,Dainichiseika,7.6228652,84317388800,,Commodity Chemicals,Chemicals,0.890195966,8.704507828
8630 JT Equity,Sompo Holdings Inc,7.419688225,1.82E+12,2.615182607,Property & Casualty Insurance,Insurance,0.822824419,8.692614555
8604 JT Equity,Nomura Holdings Inc,23.00425339,2.33E+12,3.323851384,Investment Services,Financial Services,0.765565753,8.681139946
5703 JT Equity,Nippon Light Metal Holdings Co Ltd,6.740919113,1.77E+11,2.807017544,Aluminum,Basic Resources,1.031552315,8.670519829
4615 JT Equity,Shinto Paint Co Ltd,4.247770786,7440000000,,Building Materials & Fixtures,Construction & Materials,0.443005264,8.658008575
8013 JT Equity,Naigai Co Ltd,2.176733971,4708502016,,Clothing & Accessories,Personal & Household Goods,0.48311764,8.648273468
1861 JT Equity,Kumagai Gumi Co Ltd,7.291720867,1.58E+11,2.666666667,Heavy Construction,Construction & Materials,1.28050673,8.64785862
6473 JT Equity,JTEKT Corp,5.874339104,5.56E+11,2.661498986,Auto Parts,Automobiles & Parts,1.023118138,8.64118576
3341 JT Equity,Nihon Chouzai Co Ltd,3.812179089,54882201600,1.459854015,Drug Retailers,Retail,1.355307579,8.630899429
3551 JT Equity,Dynic Corp,2.993091106,9023536128,,Clothing & Accessories,Personal & Household Goods,0.438944846,8.628120422
8411 JT Equity,Mizuho Financial Group Inc,28.88757515,4.96E+12,3.842213175,Banks,Banks,0.543313324,8.622288704
5803 JT Equity,Fujikura Ltd,5.235586166,2.11E+11,2.020812369,Electrical Components & Equipment,Industrial Goods & Services,0.887208402,8.615904808
7971 JT Equity,Toli Corp,4.645442009,25929748480,,Building Materials & Fixtures,Construction & Materials,0.686264038,8.603104591
3321 JT Equity,Mitachi Co Ltd,2.051883936,8731400192,,Electronic Equipment,Industrial Goods & Services,1.09208703,8.560993195
1803 JT Equity,Shimizu Corp,8.219527245,7.66E+11,2.443415638,Heavy Construction,Construction & Materials,1.201103806,8.543552399
6065 JT Equity,LIKE Kidsnext Co Ltd,0.440535992,10492481536,,Health Care Providers,Health Care,3.037124157,8.541684151
3280 JT Equity,STrust Co Ltd,8.3315382,6148498944,,Real Estate Holding & Development,Real Estate,1.188322067,8.540638924
6463 JT Equity,TPR Co Ltd,11.69568634,1.14E+11,1.648177496,Auto Parts,Automobiles & Parts,1.122833967,8.539489746
6817 JT Equity,Sumida Corp,6.896053791,41248808960,2.827677977,Electrical Components & Equipment,Industrial Goods & Services,1.405088902,8.535165787
7231 JT Equity,Topy Industries Ltd,3.447993994,75844157440,,Industrial Machinery,Industrial Goods & Services,0.67338872,8.524341583
7203 JT Equity,Toyota Motor Corp,7.226719856,2.25E+13,3.108277825,Automobiles,Automobiles & Parts,1.068811417,8.517404556
3110 JT Equity,Nitto Boseki Co Ltd,13.37909794,91572125696,1.526384649,Building Materials & Fixtures,Construction & Materials,1.030344367,8.508664131
7537 JT Equity,Marubun Corp,1.065024018,27826790400,3.024193548,Semiconductors,Technology,0.612680972,8.476459503
9632 JT Equity,Subaru Enterprise Co Ltd,13.504879,18367799296,,Heavy Construction,Construction & Materials,0.860523403,8.475325584
7274 JT Equity,Showa Corp,-1.257441998,1.33E+11,1.216959477,Auto Parts,Automobiles & Parts,1.387119293,8.467167854
9810 JT Equity,Nippon Steel & Sumikin Bussan Corp,1.674420953,1.93E+11,,Iron & Steel,Basic Resources,0.889568448,8.46506691
1937 JT Equity,Seibu Electric Industry Co Ltd,2.184860945,12351278080,,Heavy Construction,Construction & Materials,0.425084054,8.434991837
5358 JT Equity,Isolite Insulating Products Co Ltd,14.62309456,19168536576,0.985221675,Building Materials & Fixtures,Construction & Materials,1.761072755,8.431107521
8917 JT Equity,First Juken Co Ltd,10.44694328,27972644864,,Real Estate Holding & Development,Real Estate,0.798761427,8.418536186
8074 JT Equity,Yuasa Trading Co Ltd,2.44726491,79308898304,,Industrial Machinery,Industrial Goods & Services,1.082326055,8.392962456
1956 JT Equity,NDS Co Ltd,3.422256947,28711118848,2.192982456,Heavy Construction,Construction & Materials,0.63277334,8.374809265
8059 JT Equity,Daiichi Jitsugyo Co Ltd,3.791851044,34866728960,2.861685215,Industrial Machinery,Industrial Goods & Services,0.799386442,8.368813515
8918 JT Equity,LAND Co Ltd,30.93677711,12415584256,,Real Estate Holding & Development,Real Estate,4.390119076,8.368200302
1802 JT Equity,Obayashi Corp,7.141591072,8.38E+11,2.486136038,Heavy Construction,Construction & Materials,1.214506149,8.365731239
8395 JT Equity,Bank of Saga Ltd/The,12.6731987,41228996608,,Banks,Banks,0.319955826,8.341191292
1934 JT Equity,Yurtec Corp,6.44083786,63196405760,,Heavy Construction,Construction & Materials,0.616414368,8.31907177
9837 JT Equity,Morito Co Ltd,4.125992775,31015600128,2.482621648,Clothing & Accessories,Personal & Household Goods,0.851390958,8.30173111
3228 JT Equity,Sanei Architecture Planning Co Ltd,9.44209671,46975766528,,Real Estate Services,Real Estate,1.415011168,8.254110336
7591 JT Equity,Excel Co Ltd,1.78312695,25806385152,,Electronic Equipment,Industrial Goods & Services,0.924153268,8.246704102
9763 JT Equity,Marubeni Construction Material Lease Co,3.768438101,8024889344,,Industrial Suppliers,Industrial Goods & Services,0.640024126,8.233638763
7619 JT Equity,Tanaka Co Ltd/Tokyo,3.867739916,6023424000,,Electrical Components & Equipment,Industrial Goods & Services,0.55924058,8.222811699
8692 JT Equity,DSB Co Ltd,7.23032093,16112846848,,Investment Services,Financial Services,0.676446915,8.216669083
5807 JT Equity,Totoku Electric Co Ltd,12.4070549,21651945472,1.886792453,Electrical Components & Equipment,Industrial Goods & Services,2.043580055,8.205604553
3291 JT Equity,Iida Group Holdings Co Ltd,9.221031189,5.99E+11,2.948402948,Real Estate Holding & Development,Real Estate,0.851629734,8.193652153
5352 JT Equity,Krosaki Harima Corp,7.082152843,45071339520,,Building Materials & Fixtures,Construction & Materials,0.793436348,8.189933777
2112 JT Equity,Ensuiko Sugar Refining Co Ltd,2.653120995,9134999552,,Food Products,Food & Beverage,0.837738752,8.179254532
9513 JT Equity,Electric Power Development Co Ltd,10.97874546,5.11E+11,2.506265664,Conventional Electricity,Utilities,0.652633905,8.177186966
6378 JT Equity,Kimura Chemical Plants Co Ltd,5.487277031,10135199744,,Industrial Machinery,Industrial Goods & Services,1.039313674,8.160286903
7226 JT Equity,Kyokuto Kaihatsu Kogyo Co Ltd,10.44170666,69363236864,2.218114603,Commercial Vehicles & Trucks,Industrial Goods & Services,0.748355985,8.156598091
